Time (s),Acceleration (m/s²)
6.334582035E1,-3.176403046E-2
6.338581568E1,6.582260132E-3
6.342581102E1,3.293704987E-2
6.346580632E1,-1.259613037E-2
6.350580168E1,-7.066726685E-4
6.354579698E1,6.613731384E-3
6.358579248E1,4.012870789E-2
6.362578805E1,-1.059484482E-1
6.366578365E1,4.196166992E-3
6.370577908E1,1.119518280E-1
6.374577441E1,1.366329193E-2
6.378576975E1,-1.301269531E-1
6.382576501E1,-7.257556915E-2
6.386576035E1,6.405830383E-2
6.390575565E1,-7.761955261E-3
6.394575091E1,4.489803314E-2
6.398574618E1,1.134490967E-2
6.402574144E1,-6.777763367E-2
6.406573674E1,-1.348638535E-1
6.410573201E1,-5.587863922E-2
6.414572734E1,-2.703189850E-2
6.418572261E1,1.798629761E-3
6.422571794E1,1.603221893E-2
6.426571321E1,-5.823135376E-2
6.430570847E1,-1.995563507E-2
6.434570374E1,-1.268482208E-2
6.438569901E1,-1.270866394E-2
6.442569431E1,4.712200165E-2
6.446568961E1,3.757381439E-2
6.450568494E1,-1.982116699E-2
6.454568021E1,-5.334377289E-2
6.458567547E1,-7.483196259E-2
6.462567074E1,-8.212184906E-2
6.466566607E1,-3.898143768E-2
6.470566147E1,-4.853820801E-2
6.474565687E1,-8.679676056E-2
6.478565214E1,-2.230834961E-2
6.482564727E1,4.013061523E-3
6.486564240E1,7.585048676E-2
6.490563747E1,-5.558967590E-3
6.494563253E1,-7.746601105E-2
6.498562760E1,-3.124237061E-3
6.502562267E1,-4.371261597E-2
6.506561777E1,8.085060120E-2
6.510561287E1,1.071701050E-1
6.514560803E1,6.400108337E-2
6.518560313E1,-7.267189026E-2
6.522559830E1,-1.111297607E-1
6.526559336E1,-1.180047989E-1
6.530558840E1,1.933803558E-1
6.534558346E1,4.240798950E-2
6.538557853E1,8.806228638E-3
6.542557360E1,-2.005672455E-2
6.546556866E1,-2.017116547E-2
6.550556383E1,-1.588201523E-1
6.554555893E1,1.372718811E-2
6.558555403E1,1.847934723E-2
6.562554909E1,2.799987793E-2
6.566554416E1,-3.657341003E-2
6.570553926E1,-1.250486374E-1
6.574553456E1,-4.850864410E-2
6.578553002E1,1.585006714E-2
6.582552543E1,1.109504700E-2
6.586552082E1,-3.666210175E-2
6.590551609E1,8.077716827E-2
6.594551136E1,-4.139423370E-2
6.598550662E1,-1.030445099E-2
6.602550189E1,2.309989929E-2
6.606549716E1,1.348114014E-2
6.610549239E1,-4.877090454E-2
6.614548772E1,-2.946567535E-2
6.618548302E1,4.956531525E-2
6.622547839E1,4.714584351E-2
6.626547362E1,-1.252450943E-1
6.630546889E1,1.595401764E-2
6.634546415E1,-2.238941193E-2
6.638545942E1,-9.178447723E-2
6.642545468E1,-6.057357788E-2
6.646544995E1,1.665115356E-3
6.650544532E1,4.233169556E-2
6.654544058E1,3.282737732E-2
6.658543588E1,-1.030445099E-2
6.662543118E1,4.948520660E-2
6.666542648E1,1.838016510E-2
6.670542175E1,1.622028351E-1
6.674541701E1,1.814022064E-1
6.678541235E1,2.674894333E-1
6.682540771E1,3.177108765E-1
6.686540318E1,2.745838165E-1
6.690539855E1,2.697591782E-1
6.694539371E1,2.672786713E-1
6.698538878E1,3.318824768E-1
6.702538384E1,3.247909546E-1
6.706537891E1,3.895254135E-1
6.710537398E1,4.183626175E-1
6.714536911E1,4.926052094E-1
6.718536417E1,4.924955368E-1
6.722535934E1,4.588575363E-1
6.726535444E1,4.397058487E-1
6.730534957E1,5.164823532E-1
6.734534464E1,5.787086487E-1
6.738533970E1,6.145172119E-1
6.742533477E1,6.145009995E-1
6.746532987E1,6.362295151E-1
6.750532500E1,7.128372192E-1
6.754532004E1,6.670799255E-1
6.758531517E1,6.934337616E-1
6.762531027E1,7.151021957E-1
6.766530537E1,7.798509598E-1
6.770530044E1,8.205585480E-1
6.774529554E1,8.036947250E-1
6.778529067E1,7.294092178E-1
6.782528574E1,7.534494400E-1
6.786528100E1,8.685684204E-1
6.790527633E1,9.282445908E-1
6.794527170E1,1.023896217E0
6.798526710E1,9.376802444E-1
6.802526240E1,9.952211380E-1
6.806525767E1,9.042701721E-1
6.810525293E1,9.114789963E-1
6.814524826E1,8.490648270E-1
6.818524353E1,7.484903336E-1
6.822523886E1,7.246799469E-1
6.826523413E1,7.869815826E-1
6.830522940E1,7.318334579E-1
6.834522470E1,7.677354813E-1
6.838522000E1,7.103233337E-1
6.842521526E1,7.462778091E-1
6.846521053E1,7.031774521E-1
6.850520583E1,7.055072784E-1
6.854520113E1,6.432342529E-1
6.858519646E1,5.235881805E-1
6.862519173E1,4.805383682E-1
6.866518699E1,2.770166397E-1
6.870518226E1,2.961492538E-1
6.874517759E1,2.817554474E-1
6.878517289E1,2.698106766E-1
6.882516816E1,3.153247833E-1
6.886516349E1,2.841920853E-1
6.890515879E1,2.458705902E-1
6.894515412E1,2.219085693E-1
6.898514952E1,1.955728531E-1
6.902514492E1,2.171106339E-1
6.906514019E1,1.883554459E-1
6.910513532E1,1.045656204E-1
6.914513049E1,8.541488647E-2
6.918512556E1,3.514480591E-2
6.922512069E1,-1.035308838E-2
6.926511575E1,-5.105686188E-2
6.930511082E1,-4.147624969E-2
6.934510589E1,-7.257175446E-2
6.938510095E1,-8.931350708E-2
6.942509605E1,-5.341339111E-2
6.946509115E1,-7.016372681E-2
6.950508632E1,-7.162094116E-4
6.954508138E1,-5.500793457E-3
6.958507652E1,-7.918357849E-3
6.962507158E1,-4.145431519E-2
6.966506665E1,-3.153800964E-3
6.970506175E1,2.796173096E-2
6.974505682E1,5.669403076E-2
6.978505192E1,2.557086945E-2
6.982504702E1,3.995800018E-2
6.986504218E1,-1.269626617E-2
6.990503728E1,-2.225971222E-2
6.994503235E1,-7.888793945E-3
6.998502745E1,2.800846100E-2
7.002502275E1,3.996944427E-2
7.006501811E1,1.364040375E-2
7.010501355E1,-1.030158997E-2
7.014500898E1,-3.903770447E-2
7.018500428E1,-2.945804596E-2
7.022499965E1,-2.705860138E-2
7.026499494E1,1.676559448E-3
7.030499024E1,-7.219314575E-4
7.034498551E1,-5.535125732E-3
7.038498081E1,-7.929801941E-3
7.042497611E1,-1.511478424E-2
7.046497144E1,-1.510620117E-2
7.050496681E1,2.319717407E-2
7.054496214E1,3.516864777E-2
7.058495754E1,8.843421936E-3
7.062495284E1,-2.706623077E-2
7.066494814E1,-5.579757690E-2
7.070494344E1,-7.295608521E-4
7.074493874E1,-1.029491425E-2
7.078493404E1,3.519630432E-2
7.082492934E1,-7.896423340E-3
7.086492474E1,4.076004028E-3
7.090492008E1,-2.225780487E-2
7.094491541E1,-1.269817352E-2
7.098491071E1,6.466865540E-3
7.102490601E1,5.915260315E-2
7.106490131E1,2.563667297E-2
7.110489681E1,1.366138458E-2
7.114489244E1,-4.381084442E-2
7.118488804E1,-1.987552643E-2
7.122488351E1,-1.987648010E-2
7.126487884E1,2.321624756E-2
7.130487411E1,1.124572754E-2
7.134486937E1,1.124668121E-2
7.138486464E1,-7.904052734E-3
7.142485990E1,-2.466964722E-2
7.146485517E1,1.363086700E-2
7.150485050E1,1.652717590E-3
7.154484580E1,4.235267639E-2
7.158484117E1,4.062652588E-3
7.162483647E1,1.680374146E-3
7.166483170E1,-2.227592468E-2
7.170482700E1,-1.508712769E-2
7.174482227E1,-2.467727661E-2
7.178481754E1,4.476833344E-2
7.182481280E1,2.322387695E-2
7.186480813E1,8.863449097E-3
7.190480340E1,4.079818726E-3
7.194479867E1,-1.270008087E-2
7.198479397E1,2.081203461E-2
7.202478927E1,4.052162170E-3
7.206478453E1,3.755664825E-2
7.210477980E1,6.425857544E-3
7.214477513E1,-1.033020020E-2
7.218477046E1,-1.988983154E-2
7.222476593E1,-2.227210999E-2
7.226476133E1,-3.105163574E-3
7.230475653E1,2.801895142E-2
7.234475166E1,2.322006226E-2
7.238474673E1,-1.509857178E-2
7.242474180E1,-3.126144409E-3
7.246473686E1,-7.911682129E-3
7.250473199E1,-5.518913269E-3
7.254472706E1,2.800846100E-2
7.258472223E1,5.195426941E-2
7.262471733E1,-7.238388062E-4
7.266471243E1,1.363563538E-2
7.270470753E1,-2.706718445E-2
7.274470263E1,-1.509857178E-2
7.278469769E1,-2.704143524E-2
7.282469276E1,3.521442413E-2
7.286468792E1,2.083015442E-2
7.290468299E1,-5.507469177E-3
7.294467812E1,-2.466773987E-2
7.298467319E1,-1.509475708E-2
7.302466829E1,3.996562958E-2
7.306466339E1,2.320671082E-2
7.310465846E1,2.561092377E-2
7.314465362E1,-7.906913757E-3
7.318464869E1,-1.507759094E-2
7.322464385E1,-5.338478088E-2
7.326463915E1,-2.705764771E-2
7.330463455E1,-7.333755493E-4
7.334462995E1,3.038311005E-2
7.338462529E1,1.365661621E-2
7.342462055E1,-2.224922180E-2
7.346461582E1,-1.984214783E-2
7.350461115E1,-3.070831299E-3
7.354460642E1,2.805519104E-2
7.358460175E1,3.283023834E-2
7.362459702E1,5.198287964E-2
7.366459228E1,1.700401306E-3
7.370458755E1,-2.223014832E-2
7.374458285E1,-1.983928680E-2
7.378457811E1,-1.026248932E-2
7.382457338E1,6.491661072E-3
7.386456871E1,8.878707886E-3
7.390456395E1,-6.990432739E-4
7.394455928E1,6.476402283E-3
7.398455455E1,-1.267528534E-2
7.402454981E1,-1.507663727E-2
7.406454508E1,8.865356445E-3
7.410454038E1,3.759193420E-2
7.414453568E1,1.363945007E-2
7.418453098E1,-1.030254364E-2
7.422452631E1,-2.706623077E-2
7.426452158E1,-3.123283386E-3
7.430451691E1,-2.945899963E-2
7.434451231E1,1.363849640E-2
7.438450771E1,1.363658905E-2
7.442450304E1,1.656532288E-3
7.446449821E1,1.842212677E-2
7.450449334E1,-3.102302551E-3
7.454448841E1,2.084350586E-2
7.458448354E1,4.239654541E-2
7.462447861E1,4.479026794E-2
7.466447367E1,1.366806030E-2
7.470446874E1,4.095077515E-3
7.474446384E1,-1.985073090E-2
7.478445894E1,-5.497932434E-3
7.482445404E1,-3.108024597E-3
7.486444920E1,8.855819702E-3
7.490444430E1,6.455421448E-3
7.494443944E1,2.082633972E-2
7.498443450E1,-2.225780487E-2
7.502442957E1,-7.038116455E-4
7.506442464E1,3.280925751E-2
7.510441974E1,2.562618256E-2
7.514441484E1,2.085494995E-2
7.518440994E1,8.875846863E-3
7.522440510E1,-3.182601929E-2
7.526440020E1,-1.507663727E-2
7.530439527E1,-1.987266541E-2
7.534439033E1,-2.224349976E-2
7.538438560E1,-3.085136414E-3
7.542438093E1,6.494522095E-3
7.546437636E1,2.803993225E-2
7.550437183E1,-2.702808380E-2
7.554436713E1,8.889198303E-3
7.558436250E1,6.480216980E-3
7.562435783E1,2.802753448E-2
7.566435313E1,3.042125702E-2
7.570434843E1,6.464004517E-3
7.574434370E1,-1.029109955E-2
7.578433900E1,-2.466011047E-2
7.582433433E1,-2.225971222E-2
7.586432973E1,1.606178284E-2
7.590432503E1,1.606941223E-2
7.594432040E1,-1.264667511E-2
7.598431570E1,-2.221107483E-2
7.602431100E1,-7.850646973E-3
7.606430630E1,2.565956116E-2
7.610430160E1,1.608371735E-2
7.614429690E1,2.806091309E-2
7.618429220E1,1.129627228E-2
7.622428760E1,-6.608963013E-4
7.626428293E1,-6.523132324E-4
7.630427826E1,-2.220249176E-2
7.634427356E1,-3.064155579E-3
7.638426886E1,-7.851600647E-3
7.642426416E1,-7.852554321E-3
7.646425959E1,4.115104675E-3
7.650425519E1,4.111289978E-3
7.654425083E1,-7.860183716E-3
7.658424633E1,-5.464553833E-3
7.662424169E1,4.719734192E-2
7.666423696E1,4.479217529E-2
7.670423219E1,3.281021118E-2
7.674422746E1,-3.071784973E-3
7.678422272E1,-2.940368652E-2
7.682421799E1,-1.982975006E-2
7.686421332E1,-2.461528778E-2
7.690420859E1,4.482269287E-2
7.694420399E1,1.713752747E-3
7.698419929E1,-5.486488342E-3
7.702419456E1,-2.463817596E-2
7.706418982E1,-3.084182739E-3
7.710418512E1,1.606273651E-2
7.714418039E1,3.760719299E-2
7.718417565E1,7.112503052E-2
7.722417099E1,5.916118622E-2
7.726416625E1,9.748172760E-2
7.730416152E1,1.022758484E-1
7.734415682E1,1.286125183E-1
7.738415212E1,1.645288467E-1
7.742414738E1,2.100067139E-1
7.746414265E1,1.716804504E-1
7.750413798E1,1.765108109E-1
7.754413328E1,1.262359619E-1
7.758412875E1,6.635856628E-2
7.762412415E1,-6.361007690E-4
7.766411942E1,3.059768677E-2
7.770411458E1,2.808380127E-2
7.774410965E1,-1.983737946E-2
7.778410471E1,2.812385559E-2
7.782409978E1,2.096939087E-2
7.786409491E1,-1.735496521E-2
7.790409001E1,3.766918182E-2
7.794408514E1,-5.817413330E-4
7.798408024E1,1.858520508E-2
7.802407534E1,-5.693435669E-4
7.806407044E1,-8.439254761E-2
7.810406555E1,4.253387451E-2
7.814406058E1,6.888961792E-2
7.818405564E1,-3.172588348E-2
